Gene	Module	kME
8186	UNCLASSIFIED	NA
8187	UNCLASSIFIED	NA
8188	P1_I9_M3	0.8
8189	P2_I6_M7	0.87
8190	P1_I9_M3	0.9
8191	P1_I9_M4	0.88
8192	P2_I6_M6	0.87
8193	UNCLASSIFIED	NA
8194	P1_I9_M1	0.82
8195	P1_I9_M2	0.87
8196	P2_I6_M4	0.94
8197	UNCLASSIFIED	NA
8198	UNCLASSIFIED	NA
8199	P1_I9_M2	0.87
8200	P1_I9_M1	0.81
8201	P1_I9_M1	0.85
8202	P2_I6_M6	0.88
8203	UNCLASSIFIED	NA
8204	UNCLASSIFIED	NA
8205	P1_I9_M2	0.87
8206	P1_I9_M1	0.86
8207	P1_I9_M2	0.87
8208	P1_I9_M1	0.83
8209	P1_I9_M1	0.95
8210	P1_I9_M2	0.9
8211	UNCLASSIFIED	NA
8212	UNCLASSIFIED	NA
8213	UNCLASSIFIED	NA
8214	UNCLASSIFIED	NA
8215	P1_I9_M6	0.95
8216	UNCLASSIFIED	NA
8217	UNCLASSIFIED	NA
8218	UNCLASSIFIED	NA
8219	UNCLASSIFIED	NA
8220	P1_I9_M2	0.97
8221	P2_I6_M2	0.84
8222	P1_I9_M2	0.88
8223	P2_I6_M4	0.85
8224	UNCLASSIFIED	NA
8225	P1_I9_M1	0.91
8226	P1_I9_M2	0.97
8227	P2_I6_M1	0.87
8228	P1_I9_M1	0.84
8229	UNCLASSIFIED	NA
8230	P1_I9_M4	0.89
8231	P2_I6_M6	0.85
8232	UNCLASSIFIED	NA
8233	P1_I9_M1	0.84
8234	P1_I9_M1	0.9
8235	P2_I6_M4	0.83
8236	P1_I9_M1	0.97
8237	P1_I9_M3	0.9
8238	UNCLASSIFIED	NA
8239	UNCLASSIFIED	NA
8240	UNCLASSIFIED	NA
8241	P1_I9_M2	0.88
8242	P2_I6_M4	0.88
8243	P1_I9_M2	0.97
8244	P3_I5_M3	0.83
8245	P2_I6_M4	0.88
8246	UNCLASSIFIED	NA
8247	P1_I9_M1	0.94
8248	P1_I9_M1	0.95
8249	P2_I6_M2	0.83
8250	P1_I9_M1	0.92
8251	UNCLASSIFIED	NA
8252	UNCLASSIFIED	NA
8253	UNCLASSIFIED	NA
8254	UNCLASSIFIED	NA
8255	UNCLASSIFIED	NA
8256	P1_I9_M2	0.91
8257	P1_I9_M2	0.9
8258	P1_I9_M1	0.99
8259	P1_I9_M1	0.96
8260	P2_I6_M5	0.87
8261	P1_I9_M2	0.85
8262	UNCLASSIFIED	NA
8263	UNCLASSIFIED	NA
8264	UNCLASSIFIED	NA
8265	UNCLASSIFIED	NA
8266	UNCLASSIFIED	NA
8267	P1_I9_M2	0.95
8268	P4_I3_M1	0.95
8269	P1_I9_M1	0.95
8270	UNCLASSIFIED	NA
8271	UNCLASSIFIED	NA
8272	P1_I9_M1	0.97
8273	P1_I9_M2	0.93
8274	UNCLASSIFIED	NA
8275	P1_I9_M2	0.9
8276	UNCLASSIFIED	NA
8277	P1_I9_M2	0.97
8278	P2_I6_M4	0.85
8279	UNCLASSIFIED	NA
8280	UNCLASSIFIED	NA
8281	P1_I9_M2	0.96
8282	P2_I6_M5	0.93
8283	P2_I6_M3	0.9
8284	P1_I9_M1	0.96
8285	P1_I9_M2	0.83
8286	P2_I6_M3	0.9
8287	P1_I9_M2	0.94
8288	P2_I6_M9	0.86
8289	P1_I9_M2	0.98
8290	P1_I9_M2	0.92
8291	UNCLASSIFIED	NA
8292	UNCLASSIFIED	NA
8293	P1_I9_M1	0.81
8294	P2_I6_M10	0.88
8295	UNCLASSIFIED	NA
8296	UNCLASSIFIED	NA
8297	UNCLASSIFIED	NA
8298	P1_I9_M6	0.96
8299	UNCLASSIFIED	NA
8300	P2_I6_M9	0.88
8301	UNCLASSIFIED	NA
8302	UNCLASSIFIED	NA
8303	P1_I9_M2	0.95
8304	UNCLASSIFIED	NA
8305	UNCLASSIFIED	NA
8306	P1_I9_M1	0.84
8307	UNCLASSIFIED	NA
8308	P3_I5_M2	0.85
8309	P2_I6_M7	0.86
8310	P2_I6_M1	0.9
8311	UNCLASSIFIED	NA
8312	UNCLASSIFIED	NA
8313	P2_I6_M2	0.91
8314	UNCLASSIFIED	NA
8315	P2_I6_M2	0.88
8316	P2_I6_M5	0.87
8317	P2_I6_M1	0.89
8318	P2_I6_M1	0.83
8319	UNCLASSIFIED	NA
8320	P1_I9_M5	0.92
8321	UNCLASSIFIED	NA
8322	P1_I9_M2	0.91
8323	P1_I9_M3	0.86
8324	P1_I9_M1	0.83
8325	P1_I9_M2	0.95
8326	P1_I9_M1	0.95
8327	UNCLASSIFIED	NA
8328	P1_I9_M2	0.95
8329	P2_I6_M5	0.86
8330	P3_I5_M2	0.84
8331	P1_I9_M2	0.81
8332	P2_I6_M1	0.93
8333	P2_I6_M5	0.84
8334	P1_I9_M2	0.87
8335	P1_I9_M1	0.83
8336	UNCLASSIFIED	NA
8337	UNCLASSIFIED	NA
8338	UNCLASSIFIED	NA
8339	P1_I9_M1	0.81
8340	UNCLASSIFIED	NA
8341	P2_I6_M1	0.88
8342	P1_I9_M5	0.9
8343	P1_I9_M5	0.87
8344	P2_I6_M5	0.84
8345	UNCLASSIFIED	NA
8346	P1_I9_M2	0.84
8347	UNCLASSIFIED	NA
8348	UNCLASSIFIED	NA
8349	UNCLASSIFIED	NA
8350	UNCLASSIFIED	NA
8351	UNCLASSIFIED	NA
8352	UNCLASSIFIED	NA
8353	P1_I9_M3	0.9
8354	P1_I9_M2	0.94
8355	P1_I9_M1	0.98
8356	P2_I6_M3	0.87
8357	UNCLASSIFIED	NA
8358	UNCLASSIFIED	NA
8359	P1_I9_M2	0.86
8360	UNCLASSIFIED	NA
8361	P1_I9_M3	0.86
8362	UNCLASSIFIED	NA
8363	UNCLASSIFIED	NA
8364	P1_I9_M1	0.87
8365	P1_I9_M1	0.91
8366	P1_I9_M1	0.94
8367	P1_I9_M3	0.89
8368	P1_I9_M3	0.86
8369	P1_I9_M2	0.84
8370	P1_I9_M2	0.93
8371	UNCLASSIFIED	NA
8372	P1_I9_M3	0.93
8373	UNCLASSIFIED	NA
8374	P1_I9_M1	0.94
8375	UNCLASSIFIED	NA
8376	UNCLASSIFIED	NA
8377	P1_I9_M5	0.89
8378	P1_I9_M2	0.96
8379	P1_I9_M6	0.98
8380	P2_I6_M4	0.89
8381	P1_I9_M1	0.83
8382	UNCLASSIFIED	NA
8383	UNCLASSIFIED	NA
8384	UNCLASSIFIED	NA
8385	UNCLASSIFIED	NA
8386	P1_I9_M1	0.83
8387	P1_I9_M5	0.83
8388	UNCLASSIFIED	NA
8389	P1_I9_M2	0.92
8390	UNCLASSIFIED	NA
8391	UNCLASSIFIED	NA
8392	UNCLASSIFIED	NA
8393	UNCLASSIFIED	NA
8394	UNCLASSIFIED	NA
8395	UNCLASSIFIED	NA
8396	P1_I9_M1	0.94
8397	P1_I9_M5	0.91
8398	UNCLASSIFIED	NA
8399	P1_I9_M1	0.82
8400	UNCLASSIFIED	NA
8401	P2_I6_M2	0.93
8402	UNCLASSIFIED	NA
8403	P1_I9_M3	0.86
8404	P1_I9_M2	0.97
8405	P2_I6_M4	0.93
8406	P2_I6_M3	0.96
8407	UNCLASSIFIED	NA
8408	UNCLASSIFIED	NA
8409	UNCLASSIFIED	NA
8410	P1_I9_M1	0.95
8411	P2_I6_M2	0.95
8412	P2_I6_M2	0.91
8413	UNCLASSIFIED	NA
8414	UNCLASSIFIED	NA
8415	P2_I6_M4	0.88
8416	P2_I6_M11	0.89
8417	UNCLASSIFIED	NA
8418	UNCLASSIFIED	NA
8419	UNCLASSIFIED	NA
8420	P2_I6_M3	0.85
8421	P1_I9_M1	0.94
8422	UNCLASSIFIED	NA
8423	P2_I6_M3	0.87
8424	UNCLASSIFIED	NA
8425	P4_I3_M1	0.84
8426	P2_I6_M8	0.88
8427	P2_I6_M3	0.98
8428	UNCLASSIFIED	NA
8429	UNCLASSIFIED	NA
8430	P4_I3_M1	0.83
8431	UNCLASSIFIED	NA
8432	P2_I6_M7	0.84
8433	UNCLASSIFIED	NA
8434	P1_I9_M2	0.9
8435	UNCLASSIFIED	NA
8436	UNCLASSIFIED	NA
8437	UNCLASSIFIED	NA
8438	UNCLASSIFIED	NA
8439	P2_I6_M6	0.91
8440	P2_I6_M10	0.91
8441	UNCLASSIFIED	NA
8442	P2_I6_M1	0.81
8443	UNCLASSIFIED	NA
8444	UNCLASSIFIED	NA
8445	P1_I9_M1	0.92
8446	P1_I9_M3	0.83
8447	UNCLASSIFIED	NA
8448	P1_I9_M2	0.98
8449	UNCLASSIFIED	NA
8450	P2_I6_M11	0.84
8451	UNCLASSIFIED	NA
8452	UNCLASSIFIED	NA
8453	P1_I9_M2	0.86
8454	P1_I9_M2	0.9
8455	UNCLASSIFIED	NA
8456	P2_I6_M5	0.83
8457	P1_I9_M1	0.94
8458	P2_I6_M4	0.85
8459	P1_I9_M2	0.93
8460	P3_I5_M2	0.83
8461	UNCLASSIFIED	NA
8462	UNCLASSIFIED	NA
8463	P2_I6_M1	0.82
8464	P2_I6_M5	0.94
8465	P2_I6_M1	0.85
8466	UNCLASSIFIED	NA
8467	UNCLASSIFIED	NA
8468	UNCLASSIFIED	NA
8469	P1_I9_M1	0.88
8470	UNCLASSIFIED	NA
8471	P1_I9_M6	0.84
8472	P2_I6_M4	0.9
8473	UNCLASSIFIED	NA
8474	P4_I3_M1	0.81
8475	P1_I9_M1	0.88
8476	UNCLASSIFIED	NA
8477	UNCLASSIFIED	NA
8478	P1_I9_M2	0.96
8479	UNCLASSIFIED	NA
8480	P1_I9_M1	0.9
8481	UNCLASSIFIED	NA
8482	UNCLASSIFIED	NA
8483	P3_I5_M2	0.88
8484	P1_I9_M2	0.82
8485	UNCLASSIFIED	NA
8486	UNCLASSIFIED	NA
8487	P2_I6_M4	0.83
8488	UNCLASSIFIED	NA
8489	P1_I9_M3	0.81
8490	P1_I9_M2	0.99
8491	UNCLASSIFIED	NA
8492	UNCLASSIFIED	NA
8493	UNCLASSIFIED	NA
8494	P1_I9_M2	0.92
8495	P1_I9_M1	0.81
8496	P1_I9_M1	0.96
8497	P1_I9_M1	0.85
8498	P2_I6_M7	0.82
8499	UNCLASSIFIED	NA
8500	P1_I9_M2	0.82
8501	P1_I9_M2	0.83
8502	P1_I9_M3	0.9
8503	P1_I9_M2	0.89
8504	P1_I9_M2	0.84
8505	UNCLASSIFIED	NA
8506	P1_I9_M1	0.9
8507	P1_I9_M5	0.82
8508	UNCLASSIFIED	NA
8509	UNCLASSIFIED	NA
8510	P2_I6_M2	0.88
8511	P1_I9_M1	0.92
8512	P1_I9_M2	0.94
8513	P1_I9_M3	0.83
8514	P2_I6_M2	0.86
8515	P1_I9_M1	0.82
8516	UNCLASSIFIED	NA
8517	P1_I9_M2	0.92
8518	P1_I9_M2	0.96
8519	P1_I9_M2	0.95
8520	UNCLASSIFIED	NA
8521	P1_I9_M1	0.91
8522	P1_I9_M2	0.84
8523	UNCLASSIFIED	NA
8524	P2_I6_M8	0.93
8525	P1_I9_M5	0.83
8526	UNCLASSIFIED	NA
8527	P2_I6_M3	0.87
8528	P1_I9_M2	0.96
8529	UNCLASSIFIED	NA
8530	UNCLASSIFIED	NA
8531	UNCLASSIFIED	NA
8532	P1_I9_M1	0.97
8533	P1_I9_M1	0.83
8534	UNCLASSIFIED	NA
8535	UNCLASSIFIED	NA
8536	UNCLASSIFIED	NA
8537	P1_I9_M2	0.93
8538	P1_I9_M1	0.93
8539	P1_I9_M2	0.94
8540	P1_I9_M1	0.94
8541	P1_I9_M1	0.98
8542	UNCLASSIFIED	NA
8543	P2_I6_M7	0.91
8544	UNCLASSIFIED	NA
8545	P1_I9_M2	0.97
8546	P2_I6_M4	0.91
8547	P1_I9_M2	0.85
8548	UNCLASSIFIED	NA
8549	UNCLASSIFIED	NA
8550	P1_I9_M2	0.89
8551	P2_I6_M1	0.83
8552	P1_I9_M2	0.87
8553	UNCLASSIFIED	NA
8554	UNCLASSIFIED	NA
8555	P1_I9_M3	0.86
8556	UNCLASSIFIED	NA
8557	UNCLASSIFIED	NA
8558	UNCLASSIFIED	NA
8559	P1_I9_M1	0.88
8560	P2_I6_M7	0.93
8561	P1_I9_M3	0.82
8562	UNCLASSIFIED	NA
8563	P1_I9_M1	0.84
8564	UNCLASSIFIED	NA
8565	UNCLASSIFIED	NA
8566	P2_I6_M4	0.89
8567	P2_I6_M7	0.84
8568	P1_I9_M3	0.88
8569	UNCLASSIFIED	NA
8570	UNCLASSIFIED	NA
8571	UNCLASSIFIED	NA
8572	UNCLASSIFIED	NA
8573	UNCLASSIFIED	NA
8574	P1_I9_M2	0.88
8575	P2_I6_M3	0.85
8576	UNCLASSIFIED	NA
8577	UNCLASSIFIED	NA
8578	P2_I6_M11	0.86
8579	P1_I9_M3	0.83
8580	UNCLASSIFIED	NA
8581	P1_I9_M5	0.9
8582	UNCLASSIFIED	NA
8583	UNCLASSIFIED	NA
8584	P1_I9_M2	0.83
8585	P1_I9_M2	0.9
8586	UNCLASSIFIED	NA
8587	P1_I9_M1	0.85
8588	P1_I9_M5	0.85
8589	P2_I6_M10	0.93
8590	P2_I6_M1	0.91
8591	P2_I6_M11	0.88
8592	UNCLASSIFIED	NA
8593	UNCLASSIFIED	NA
8594	P1_I9_M1	0.9
8595	P1_I9_M1	0.98
8596	P1_I9_M2	0.94
8597	P2_I6_M4	0.86
8598	UNCLASSIFIED	NA
8599	UNCLASSIFIED	NA
8600	P1_I9_M2	0.98
8601	P1_I9_M1	0.96
8602	P1_I9_M3	0.85
8603	P1_I9_M1	0.96
8604	UNCLASSIFIED	NA
8605	UNCLASSIFIED	NA
8606	UNCLASSIFIED	NA
8607	UNCLASSIFIED	NA
8608	UNCLASSIFIED	NA
8609	P4_I3_M1	0.88
8610	P2_I6_M7	0.89
8611	UNCLASSIFIED	NA
8612	P1_I9_M1	0.9
8613	P1_I9_M1	0.97
8614	P1_I9_M2	0.87
8615	P2_I6_M10	0.9
8616	P1_I9_M5	0.91
8617	P1_I9_M2	0.92
8618	P2_I6_M2	0.82
8619	P1_I9_M2	0.82
8620	UNCLASSIFIED	NA
8621	P1_I9_M2	0.94
8622	P1_I9_M2	0.84
8623	UNCLASSIFIED	NA
8624	UNCLASSIFIED	NA
8625	P1_I9_M2	0.86
8626	P2_I6_M3	0.88
8627	UNCLASSIFIED	NA
8628	P1_I9_M2	0.85
8629	P1_I9_M2	0.84
8630	P1_I9_M2	0.97
8631	P1_I9_M2	0.87
8632	P1_I9_M1	0.99
8633	P2_I6_M10	0.85
8634	UNCLASSIFIED	NA
8635	P2_I6_M1	0.84
8636	P3_I5_M1	0.86
8637	P1_I9_M6	0.94
8638	UNCLASSIFIED	NA
8639	UNCLASSIFIED	NA
8640	P3_I5_M3	0.84
8641	UNCLASSIFIED	NA
8642	P1_I9_M2	0.89
8643	P1_I9_M1	0.88
8644	UNCLASSIFIED	NA
8645	UNCLASSIFIED	NA
8646	UNCLASSIFIED	NA
8647	UNCLASSIFIED	NA
8648	P2_I6_M2	0.86
8649	P1_I9_M2	0.92
8650	UNCLASSIFIED	NA
8651	P1_I9_M6	0.96
8652	P3_I5_M2	0.89
8653	UNCLASSIFIED	NA
8654	P1_I9_M2	0.9
8655	P1_I9_M1	0.82
8656	UNCLASSIFIED	NA
8657	P1_I9_M1	0.8
8658	UNCLASSIFIED	NA
8659	P2_I6_M8	0.9
8660	UNCLASSIFIED	NA
8661	UNCLASSIFIED	NA
8662	UNCLASSIFIED	NA
8663	UNCLASSIFIED	NA
8664	UNCLASSIFIED	NA
8665	P1_I9_M2	0.86
8666	UNCLASSIFIED	NA
8667	UNCLASSIFIED	NA
8668	P1_I9_M1	0.92
8669	UNCLASSIFIED	NA
8670	UNCLASSIFIED	NA
8671	UNCLASSIFIED	NA
8672	P2_I6_M6	0.85
8673	UNCLASSIFIED	NA
8674	P1_I9_M2	0.96
8675	P1_I9_M1	0.98
8676	UNCLASSIFIED	NA
8677	P1_I9_M3	0.91
8678	P1_I9_M2	0.85
8679	UNCLASSIFIED	NA
8680	UNCLASSIFIED	NA
8681	P2_I6_M4	0.82
8682	UNCLASSIFIED	NA
8683	P2_I6_M9	0.84
8684	P1_I9_M2	0.97
8685	UNCLASSIFIED	NA
8686	UNCLASSIFIED	NA
8687	P2_I6_M2	0.88
8688	P1_I9_M3	0.86
8689	UNCLASSIFIED	NA
8690	UNCLASSIFIED	NA
8691	P2_I6_M2	0.89
8692	P2_I6_M2	0.94
8693	UNCLASSIFIED	NA
8694	UNCLASSIFIED	NA
8695	P1_I9_M2	0.8
8696	P1_I9_M2	0.97
8697	P2_I6_M4	0.82
8698	P1_I9_M2	0.96
8699	P2_I6_M5	0.87
8700	P1_I9_M5	0.86
8701	P1_I9_M6	0.92
8702	P1_I9_M1	0.94
8703	UNCLASSIFIED	NA
8704	P1_I9_M5	0.93
8705	P1_I9_M5	0.92
8706	UNCLASSIFIED	NA
8707	UNCLASSIFIED	NA
8708	UNCLASSIFIED	NA
8709	P1_I9_M1	0.93
8710	P2_I6_M11	0.88
8711	P1_I9_M5	0.97
8712	P1_I9_M5	0.91
8713	P1_I9_M5	0.95
8714	P1_I9_M5	0.95
8715	P2_I6_M10	0.88
8716	P1_I9_M2	0.95
8717	P1_I9_M4	0.86
8718	P1_I9_M3	0.89
8719	P1_I9_M2	0.92
8720	P1_I9_M1	0.89
8721	UNCLASSIFIED	NA
8722	P1_I9_M6	0.97
8723	UNCLASSIFIED	NA
8724	P1_I9_M2	0.85
8725	P2_I6_M4	0.82
8726	P1_I9_M3	0.83
8727	UNCLASSIFIED	NA
8728	P2_I6_M1	0.89
8729	UNCLASSIFIED	NA
8730	P1_I9_M1	0.99
8731	P1_I9_M1	0.87
8732	P1_I9_M2	0.85
8733	UNCLASSIFIED	NA
8734	UNCLASSIFIED	NA
8735	UNCLASSIFIED	NA
8736	UNCLASSIFIED	NA
8737	P1_I9_M2	0.93
8738	UNCLASSIFIED	NA
8739	UNCLASSIFIED	NA
8740	P3_I5_M1	0.81
8741	P2_I6_M2	0.83
8742	UNCLASSIFIED	NA
8743	UNCLASSIFIED	NA
8744	UNCLASSIFIED	NA
8745	UNCLASSIFIED	NA
8746	UNCLASSIFIED	NA
8747	P1_I9_M1	0.96
8748	UNCLASSIFIED	NA
8749	UNCLASSIFIED	NA
8750	UNCLASSIFIED	NA
8751	P2_I6_M3	0.96
8752	P1_I9_M1	0.87
8753	UNCLASSIFIED	NA
8754	UNCLASSIFIED	NA
8755	UNCLASSIFIED	NA
8756	UNCLASSIFIED	NA
8757	P2_I6_M3	0.82
8758	P2_I6_M8	0.94
8759	P1_I9_M2	0.93
8760	UNCLASSIFIED	NA
8761	P1_I9_M2	0.96
8762	UNCLASSIFIED	NA
8763	P1_I9_M2	0.9
8764	UNCLASSIFIED	NA
8765	UNCLASSIFIED	NA
8766	P1_I9_M1	0.83
8767	P1_I9_M2	0.92
8768	P1_I9_M1	0.87
8769	P1_I9_M1	0.91
8770	P2_I6_M4	0.87
8771	UNCLASSIFIED	NA
8772	UNCLASSIFIED	NA
8773	P1_I9_M2	0.84
8774	P1_I9_M2	0.88
8775	P1_I9_M2	0.91
8776	P4_I3_M1	0.85
8777	P4_I3_M1	0.85
8778	P1_I9_M2	0.95
8779	P1_I9_M2	0.86
8780	UNCLASSIFIED	NA
8781	P1_I9_M2	0.93
8782	UNCLASSIFIED	NA
8783	UNCLASSIFIED	NA
8784	P1_I9_M2	0.95
8785	P2_I6_M2	0.96
8786	P1_I9_M2	0.88
8787	P1_I9_M1	0.85
8788	UNCLASSIFIED	NA
8789	UNCLASSIFIED	NA
8790	P1_I9_M6	0.97
8791	P1_I9_M2	0.96
8792	P3_I5_M2	0.83
8793	UNCLASSIFIED	NA
8794	P1_I9_M2	0.91
8795	UNCLASSIFIED	NA
8796	P1_I9_M2	0.88
8797	P2_I6_M1	0.82
8798	P1_I9_M2	0.9
8799	UNCLASSIFIED	NA
8800	UNCLASSIFIED	NA
8801	UNCLASSIFIED	NA
8802	UNCLASSIFIED	NA
8803	P1_I9_M1	0.91
8804	UNCLASSIFIED	NA
8805	P1_I9_M4	0.91
8806	P1_I9_M1	0.86
8807	UNCLASSIFIED	NA
8808	UNCLASSIFIED	NA
8809	UNCLASSIFIED	NA
8810	UNCLASSIFIED	NA
8811	P1_I9_M1	0.98
8812	P1_I9_M1	0.98
8813	UNCLASSIFIED	NA
8814	UNCLASSIFIED	NA
8815	P1_I9_M2	0.9
8816	UNCLASSIFIED	NA
8817	P1_I9_M1	0.98
8818	P1_I9_M1	0.99
8819	P2_I6_M2	0.9
8820	UNCLASSIFIED	NA
8821	P1_I9_M1	0.86
8822	UNCLASSIFIED	NA
8823	P1_I9_M1	0.96
8824	P2_I6_M3	0.89
8825	UNCLASSIFIED	NA
8826	UNCLASSIFIED	NA
8827	UNCLASSIFIED	NA
8828	P1_I9_M1	0.85
8829	UNCLASSIFIED	NA
8830	P1_I9_M1	0.95
8831	P1_I9_M1	0.92
8832	UNCLASSIFIED	NA
8833	P2_I6_M7	0.84
8834	P2_I6_M4	0.97
8835	P1_I9_M2	0.88
8836	P1_I9_M3	0.84
8837	P1_I9_M2	0.84
8838	P3_I5_M3	0.83
8839	P2_I6_M9	0.85
8840	P1_I9_M2	0.89
8841	UNCLASSIFIED	NA
8842	UNCLASSIFIED	NA
8843	P1_I9_M1	0.83
8844	P1_I9_M1	0.89
8845	UNCLASSIFIED	NA
8846	P1_I9_M2	0.97
8847	P1_I9_M1	0.85
8848	P2_I6_M8	0.84
8849	UNCLASSIFIED	NA
8850	UNCLASSIFIED	NA
8851	UNCLASSIFIED	NA
8852	UNCLASSIFIED	NA
8853	P3_I5_M3	0.84
8854	P1_I9_M1	0.81
8855	P1_I9_M5	0.86
8856	P1_I9_M3	0.87
8857	UNCLASSIFIED	NA
8858	UNCLASSIFIED	NA
8859	UNCLASSIFIED	NA
8860	UNCLASSIFIED	NA
8861	UNCLASSIFIED	NA
8862	UNCLASSIFIED	NA
8863	P2_I6_M2	0.88
8864	UNCLASSIFIED	NA
8865	P2_I6_M7	0.89
8866	P1_I9_M2	0.8
8867	UNCLASSIFIED	NA
8868	P2_I6_M8	0.9
8869	UNCLASSIFIED	NA
8870	P1_I9_M2	0.94
8871	P2_I6_M1	0.87
8872	UNCLASSIFIED	NA
8873	P1_I9_M2	0.89
8874	UNCLASSIFIED	NA
8875	UNCLASSIFIED	NA
8876	UNCLASSIFIED	NA
8877	UNCLASSIFIED	NA
8878	UNCLASSIFIED	NA
8879	P2_I6_M1	0.93
8880	UNCLASSIFIED	NA
8881	UNCLASSIFIED	NA
8882	P1_I9_M5	0.83
8883	P1_I9_M2	0.92
8884	P1_I9_M2	0.94
8885	UNCLASSIFIED	NA
8886	P4_I3_M1	0.86
8887	P1_I9_M2	0.98
8888	UNCLASSIFIED	NA
8889	UNCLASSIFIED	NA
8890	P1_I9_M1	0.88
8891	P1_I9_M1	0.98
8892	P2_I6_M5	0.89
8893	UNCLASSIFIED	NA
8894	UNCLASSIFIED	NA
8895	UNCLASSIFIED	NA
8896	P1_I9_M2	0.96
8897	UNCLASSIFIED	NA
8898	UNCLASSIFIED	NA
8899	UNCLASSIFIED	NA
8900	P1_I9_M1	0.89
8901	P2_I6_M1	0.89
8902	P1_I9_M1	0.97
8903	P1_I9_M4	0.87
8904	P1_I9_M1	0.97
8905	UNCLASSIFIED	NA
8906	UNCLASSIFIED	NA
8907	UNCLASSIFIED	NA
8908	P1_I9_M2	0.82
8909	UNCLASSIFIED	NA
8910	P1_I9_M1	0.91
8911	UNCLASSIFIED	NA
8912	UNCLASSIFIED	NA
8913	P1_I9_M2	0.97
8914	UNCLASSIFIED	NA
8915	P2_I6_M2	0.81
8916	UNCLASSIFIED	NA
8917	UNCLASSIFIED	NA
8918	P2_I6_M5	0.82
8919	UNCLASSIFIED	NA
8920	P2_I6_M4	0.88
8921	UNCLASSIFIED	NA
8922	P2_I6_M3	0.83
8923	UNCLASSIFIED	NA
8924	P2_I6_M5	0.85
8925	P1_I9_M2	0.96
8926	UNCLASSIFIED	NA
8927	UNCLASSIFIED	NA
8928	P1_I9_M1	0.95
8929	P1_I9_M2	0.89
8930	P2_I6_M2	0.87
8931	UNCLASSIFIED	NA
8932	P1_I9_M3	0.87
8933	P1_I9_M2	0.96
8934	P2_I6_M5	0.81
8935	UNCLASSIFIED	NA
8936	UNCLASSIFIED	NA
8937	UNCLASSIFIED	NA
8938	P1_I9_M2	0.93
8939	UNCLASSIFIED	NA
8940	P1_I9_M2	0.86
8941	P3_I5_M2	0.82
8942	P1_I9_M1	0.92
8943	P1_I9_M2	0.84
8944	UNCLASSIFIED	NA
8945	UNCLASSIFIED	NA
8946	UNCLASSIFIED	NA
8947	P2_I6_M2	0.97
8948	UNCLASSIFIED	NA
8949	P1_I9_M1	0.82
8950	UNCLASSIFIED	NA
8951	P1_I9_M6	0.95
8952	UNCLASSIFIED	NA
8953	P1_I9_M2	0.96
8954	UNCLASSIFIED	NA
8955	P1_I9_M2	0.89
8956	P3_I5_M2	0.9
8957	P1_I9_M2	0.86
8958	P1_I9_M1	0.83
8959	UNCLASSIFIED	NA
8960	UNCLASSIFIED	NA
8961	UNCLASSIFIED	NA
8962	P1_I9_M2	0.87
8963	UNCLASSIFIED	NA
8964	UNCLASSIFIED	NA
8965	UNCLASSIFIED	NA
8966	P1_I9_M2	0.91
8967	UNCLASSIFIED	NA
8968	UNCLASSIFIED	NA
8969	UNCLASSIFIED	NA
8970	P1_I9_M3	0.86
8971	P1_I9_M1	0.98
8972	P1_I9_M2	0.82
8973	UNCLASSIFIED	NA
8974	P1_I9_M2	0.89
8975	UNCLASSIFIED	NA
8976	UNCLASSIFIED	NA
8977	UNCLASSIFIED	NA
8978	UNCLASSIFIED	NA
8979	P1_I9_M1	0.92
8980	UNCLASSIFIED	NA
8981	P1_I9_M1	0.98
8982	UNCLASSIFIED	NA
8983	UNCLASSIFIED	NA
8984	P2_I6_M5	0.89
8985	UNCLASSIFIED	NA
8986	P1_I9_M1	0.88
8987	UNCLASSIFIED	NA
8988	P1_I9_M1	0.97
8989	P2_I6_M1	0.8
8990	P1_I9_M1	0.91
8991	UNCLASSIFIED	NA
8992	P1_I9_M2	0.95
8993	UNCLASSIFIED	NA
8994	UNCLASSIFIED	NA
8995	UNCLASSIFIED	NA
8996	P1_I9_M2	0.87
8997	UNCLASSIFIED	NA
8998	P1_I9_M2	0.84
8999	UNCLASSIFIED	NA
9000	UNCLASSIFIED	NA
9001	P2_I6_M1	0.84
9002	UNCLASSIFIED	NA
9003	UNCLASSIFIED	NA
9004	UNCLASSIFIED	NA
9005	P1_I9_M2	0.94
9006	UNCLASSIFIED	NA
9007	UNCLASSIFIED	NA
9008	UNCLASSIFIED	NA
9009	UNCLASSIFIED	NA
9010	UNCLASSIFIED	NA
9011	P1_I9_M2	0.82
9012	P1_I9_M1	0.91
9013	P1_I9_M1	0.91
9014	P1_I9_M2	0.88
9015	P2_I6_M2	0.8
9016	UNCLASSIFIED	NA
9017	UNCLASSIFIED	NA
9018	UNCLASSIFIED	NA
9019	P1_I9_M3	0.86
9020	UNCLASSIFIED	NA
9021	P2_I6_M2	0.81
9022	P1_I9_M2	0.85
9023	UNCLASSIFIED	NA
9024	UNCLASSIFIED	NA
9025	P4_I3_M2	0.86
9026	P1_I9_M4	0.93
9027	UNCLASSIFIED	NA
9028	UNCLASSIFIED	NA
9029	UNCLASSIFIED	NA
9030	P2_I6_M10	0.81
9031	P1_I9_M1	0.87
9032	P1_I9_M1	0.89
9033	P3_I5_M3	0.82
9034	UNCLASSIFIED	NA
9035	UNCLASSIFIED	NA
